GATEADRESSER MED POSTNUMMER -  Kreditering: Erik Bolstad (CC-BY-3.0)
http://www.erikbolstad.no/postnummer/
OBS! Posten gav tidlegare ut gratis gateregistre, men frå 2011 må ein betale fleire titusen i året for å få tilgang til registra. Gatenamna nedanfor er sist oppdatert i mars 2011, og vil ikkje bli oppdatert før Posten endrar politikk.
---
POSTNR	POSTSTAD	GATE/VEG/STADNAMN/ANNA	TYPEKODE	TYPE	BYDEL	KOMMNR	KOMMUNE	FYLKE
0171	OSLO	Waldemar Thranes gate 1-25, 2-46	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0172	OSLO	Akersbakken	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0172	OSLO	Akersveien 37-slutt, 28-slutt	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0172	OSLO	Bergstien	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0172	OSLO	Bjerregaards gate 1-29, 2-54	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0172	OSLO	Fredrikke Qvams gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0172	OSLO	Hans Ross’ gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0172	OSLO	Telthusbakken	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0172	OSLO	Westye Egebergs gate 5-slutt, 6-slutt	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0173	OSLO	Falck Ytters plass	2	Kjend stadnamn	St.Hanshaugen	301	Oslo	Oslo
0173	OSLO	Evald Ryghs gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0173	OSLO	Fougstads gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0173	OSLO	Frederik Petersens gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0173	OSLO	Ungers gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0173	OSLO	Waldemar Thranes gate 27-65, 48-70	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0174	OSLO	Bjerregaards gate 31-slutt, 56-slutt	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0174	OSLO	Casparis gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0175	OSLO	Alexander Kiellands plass	6	Gate-/veg-adresse	Grünerløkka	301	Oslo	Oslo
0175	OSLO	Darres gate	6	Gate-/veg-adresse	Grünerløkka	301	Oslo	Oslo
0175	OSLO	Hauchs gate	6	Gate-/veg-adresse	Grünerløkka	301	Oslo	Oslo
0175	OSLO	Maridalsveien 13-45, 14-44	6	Gate-/veg-adresse	Grünerløkka	301	Oslo	Oslo
0175	OSLO	Uelands gate 1-55, 2-24	6	Gate-/veg-adresse	Grünerløkka	301	Oslo	Oslo
0175	OSLO	Waldemar Thranes gate 67-slutt, 72-slutt	6	Gate-/veg-adresse	Grünerløkka	301	Oslo	Oslo
0175	OSLO	Waldemars hage	6	Gate-/veg-adresse	Grünerløkka	301	Oslo	Oslo
0176	OSLO	Pilestredet Park	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0177	OSLO	Akersveien 1-35, 2-26	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0177	OSLO	Damstredet	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0177	OSLO	Dops gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0177	OSLO	Francis Hagerups gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0177	OSLO	Fredensborgveien	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0177	OSLO	Rosings gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0177	OSLO	Schandorffs gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0177	OSLO	Thor Olsens gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0177	OSLO	Westye Egebergs gate 1-3, 2-4	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0178	OSLO	Deichmans gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0178	OSLO	Iduns gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0178	OSLO	Maridalsveien 1-11, 2-12	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0178	OSLO	Rosteds gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0178	OSLO	Wilses gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0179	OSLO	Arne Garborgs plass	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0179	OSLO	Badstugata	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0179	OSLO	Einar Gerhardsens plass	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0179	OSLO	Grubbegata	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0179	OSLO	Hammersborg Torg	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0179	OSLO	Hammersborggata 19-slutt, 20-slutt	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0179	OSLO	Hospitalsgata	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0179	OSLO	Møllergata	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0180	OSLO	Citypassasjen	2	Kjend stadnamn	St.Hanshaugen	301	Oslo	Oslo
0180	OSLO	Akersgata 47-slutt, 32-slutt	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0180	OSLO	Apotekergata	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0180	OSLO	Høyesteretts plass	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0180	OSLO	Johan Nygaardsvolds plass	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0180	OSLO	Pilestredet 1-13, 2-14	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0180	OSLO	Professor Aschehougs plass	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0180	OSLO	Teatergata	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0181	OSLO	Skråningen	2	Kjend stadnamn	St.Hanshaugen	301	Oslo	Oslo
0181	OSLO	Arbeidersamfunnets plass	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0181	OSLO	Hammersborggata 1-17, 2-18	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0181	OSLO	Linaaes gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0181	OSLO	Pløens gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0181	OSLO	Torggata 1-15, 2-18	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0181	OSLO	Youngs gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0181	OSLO	Youngstorget	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0182	OSLO	Ankertorget	6	Gate-/veg-adresse	Grünerløkka	301	Oslo	Oslo
0182	OSLO	Axel Maurers vei	6	Gate-/veg-adresse	Grünerløkka	301	Oslo	Oslo
0182	OSLO	Brenneriveien	6	Gate-/veg-adresse	Grünerløkka	301	Oslo	Oslo
0182	OSLO	Hausmanns gate 15-slutt, 8-slutt	6	Gate-/veg-adresse	Grünerløkka	301	Oslo	Oslo
0182	OSLO	Møllerveien	6	Gate-/veg-adresse	Grünerløkka	301	Oslo	Oslo
0182	OSLO	Storgata 37-slutt, 34-slutt	6	Gate-/veg-adresse	Grünerløkka	301	Oslo	Oslo
0182	OSLO	Vestre Elvebakke	6	Gate-/veg-adresse	Grünerløkka	301	Oslo	Oslo
0182	OSLO	Østre Elvebakke	6	Gate-/veg-adresse	Grünerløkka	301	Oslo	Oslo
0183	OSLO	Bernt Ankers gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0183	OSLO	Calmeyers gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0183	OSLO	Ebbells gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0183	OSLO	Jess Carlsens gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0183	OSLO	Mariboes gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0183	OSLO	Osterhaus gate	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0183	OSLO	Torggata 17-slutt, 20-slutt	6	Gate-/veg-adresse	St.Hanshaugen	301	Oslo	Oslo
0184	OSLO	Lilletorget	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0184	OSLO	Lybekkergata	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0184	OSLO	Stenersgata 11-slutt, 2-slutt	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0184	OSLO	Storgata 17-35, 14-32	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0185	OSLO	Biskop Gunnerus’ gate 14	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0185	OSLO	Schweigaards gate 2-14	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0185	OSLO	Sonja Henies plass	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0186	OSLO	Vaterlandsparken	2	Kjend stadnamn	Grünerløkka	301	Oslo	Oslo
0186	OSLO	Brugata	6	Gate-/veg-adresse	Grünerløkka	301	Oslo	Oslo
0186	OSLO	Christian Krohgs gate	6	Gate-/veg-adresse	Grünerløkka	301	Oslo	Oslo
0186	OSLO	Hausmanns gate 1-13, 2-6	6	Gate-/veg-adresse	Grünerløkka	301	Oslo	Oslo
0186	OSLO	Nedre Vaskegang	6	Gate-/veg-adresse	Grünerløkka	301	Oslo	Oslo
0186	OSLO	Slåmotgangen	6	Gate-/veg-adresse	Grünerløkka	301	Oslo	Oslo
0186	OSLO	Øvre Vaskegang	6	Gate-/veg-adresse	Grünerløkka	301	Oslo	Oslo
0187	OSLO	Breigata	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0187	OSLO	Friis’ gate	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0187	OSLO	Lakkegata 1-63, 2-62	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0187	OSLO	Motzfeldts gate 1-19, 2-18	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0187	OSLO	Norbygata 1-35, 2-52	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0187	OSLO	Urtegata	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0187	OSLO	Vahls gate	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0188	OSLO	Grønlands Torg	2	Kjend stadnamn	Gamle Oslo	301	Oslo	Oslo
0188	OSLO	Grønland	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0188	OSLO	Olafiagangen	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0188	OSLO	Smalgangen	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0188	OSLO	Tøyenbekken	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0190	OSLO	Grønlandsleiret	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0190	OSLO	Hollendergata	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0190	OSLO	Mandalls gate	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0190	OSLO	Margit Hansens gate	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0190	OSLO	Norbygata 37-slutt, 54-slutt	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0190	OSLO	Platous gate	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0190	OSLO	Rubina Ranas gate	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0190	OSLO	Stiklestadgata	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0190	OSLO	Sørligata 1	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0190	OSLO	Tøyengata 1-23, 2-28	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0191	OSLO	Bispegata	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0191	OSLO	Dronning Eufemias gate	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0191	OSLO	Rostockergata	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0191	OSLO	Schweigaards gate 1-53, 16-50	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0191	OSLO	Tomtekaia	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0191	OSLO	Trelastgata	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0192	OSLO	Oslo Torg	2	Kjend stadnamn	Gamle Oslo	301	Oslo	Oslo
0192	OSLO	Alnafetgata	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0192	OSLO	Alnagata	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0192	OSLO	Arctanders gate	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0192	OSLO	Arups gate	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0192	OSLO	Clemens gate	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0192	OSLO	Dyvekes vei	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0192	OSLO	Egedes gate	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0192	OSLO	Ekebergveien 1-17, 2-14	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0192	OSLO	Enebakkveien 49-69	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0192	OSLO	Kanslergata	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0192	OSLO	Konows gate 1-9, 2-18	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0192	OSLO	Kværnerveien	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0192	OSLO	Oslo gate	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0192	OSLO	Saxegaardsgata	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0192	OSLO	St. Halvards plass	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0192	OSLO	St.Halvards gate 1-41, 2-28	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0193	OSLO	Grønlikaia	2	Kjend stadnamn	Nordstrand	301	Oslo	Oslo
0193	OSLO	Loenga	2	Kjend stadnamn	Nordstrand	301	Oslo	Oslo
0193	OSLO	Lokaia	2	Kjend stadnamn	Nordstrand	301	Oslo	Oslo
0193	OSLO	Bekkelagskaia	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0193	OSLO	Grønlikleiva	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0193	OSLO	Karlsborgveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0193	OSLO	Kneppeskjær	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0193	OSLO	Kongshavnkaia	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0193	OSLO	Kongsveien 1-23, 2-30	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0193	OSLO	Mosseveien 1-139, 2-128	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0193	OSLO	Sjursøya	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0195	OSLO	Kværnerbyen	2	Kjend stadnamn	Gamle Oslo	301	Oslo	Oslo
0195	OSLO	Smeltedigelen	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0195	OSLO	Turbinveien	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0196	OSLO	Baglerstredet	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0196	OSLO	Birkebeingata	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0196	OSLO	Egnehjemveien	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0196	OSLO	Eirik Raudes vei	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0196	OSLO	Ekebergveien 19-49, 16-50	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0196	OSLO	Enebakkveien 71-81, 66-80	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0196	OSLO	Erlings gate	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0196	OSLO	Inges gate	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0196	OSLO	Konows gate 11-slutt, 20-slutt	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0196	OSLO	Oppegårdgata	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0196	OSLO	Ribbunggata	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0196	OSLO	Ryenbergveien 1-49, 2-58	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0196	OSLO	Simensbrekka	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0196	OSLO	Svingen	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0196	OSLO	Utsikten	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0196	OSLO	Valhallveien 1-69, 2-66	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0196	OSLO	Væringkleiva	6	Gate-/veg-adresse	Gamle Oslo	301	Oslo	Oslo
0198	OSLO	Skilpadda	2	Kjend stadnamn	Nordstrand	301	Oslo	Oslo
0198	OSLO	Svinten	2	Kjend stadnamn	Nordstrand	301	Oslo	Oslo
0198	OSLO	Alvheimveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0198	OSLO	Arkitekt Steckmests vei	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0198	OSLO	Barnålveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0198	OSLO	Brattoddveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0198	OSLO	Dalheimveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0198	OSLO	Fisker Syvertsens vei	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0198	OSLO	Fossilveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0198	OSLO	Grønsundveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0198	OSLO	Heimlibakken	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0198	OSLO	Høyboveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0198	OSLO	Kneppebakken	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0198	OSLO	Kolleveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0198	OSLO	Korallveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0198	OSLO	Løvliveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0198	OSLO	Malmøyveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0198	OSLO	Mosseveien 141-179	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0198	OSLO	Ormsundbakken	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0198	OSLO	Ormsundveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0198	OSLO	Ormøybakken	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0198	OSLO	Singasteinveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0198	OSLO	Skinnerbakken	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0198	OSLO	Skjellveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0198	OSLO	Skrenten	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0198	OSLO	Solvangveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0198	OSLO	Strandhaugen	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0198	OSLO	Sundveien	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0198	OSLO	Tertitten	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0198	OSLO	Tistelholmen	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0198	OSLO	Tussefaret	6	Gate-/veg-adresse	Nordstrand	301	Oslo	Oslo
0201	OSLO	Solli Postboks 2300-2459	4	Postboksadresse	Frogner	301	Oslo	Oslo
0202	OSLO	Solli Postboks 2460-2579	4	Postboksadresse	Frogner	301	Oslo	Oslo
0203	OSLO	Solli Postboks 2580-2689	4	Postboksadresse	Frogner	301	Oslo	Oslo
0204	OSLO	Solli Postboks 2690-2849	4	Postboksadresse	Frogner	301	Oslo	Oslo
0207	OSLO	Elisenberg Postboks 3001-3149	4	Postboksadresse	Frogner	301	Oslo	Oslo
0208	OSLO	Elisenberg Postboks 3150-3249	4	Postboksadresse	Frogner	301	Oslo	Oslo
0211	OSLO	Bygdøy Postboks 1-89	4	Postboksadresse	Frogner	301	Oslo	Oslo
0212	OSLO	Skøyen Postboks 1-199	4	Postboksadresse	Ullern	301	Oslo	Oslo
0213	OSLO	Skøyen Postboks 200-499	4	Postboksadresse	Ullern	301	Oslo	Oslo
0214	OSLO	Skøyen Postboks 500-799	4	Postboksadresse	Ullern	301	Oslo	Oslo
0215	OSLO	Skøyen Postboks 800-959	4	Postboksadresse	Ullern	301	Oslo	Oslo
0216	OSLO	Lilleaker Postboks 1-300	4	Postboksadresse	Ullern	301	Oslo	Oslo
0218	OSLO	Hoff Postboks 1001-1030	4	Postboksadresse	Ullern	301	Oslo	Oslo
0230	OSLO	Solli Postboks 2850-2949	4	Postboksadresse	Frogner	301	Oslo	Oslo
0240	OSLO	Norsk Hydro AS	1	Firma/organisasjon med eige postnummer	Frogner	301	Oslo	Oslo
0242	OSLO	Universitetsbiblioteket	1	Firma/organisasjon med eige postnummer	Frogner	301	Oslo	Oslo
0244	OSLO	Ambassadene i Oslo	1	Firma/organisasjon med eige postnummer	Frogner	301	Oslo	Oslo
0246	OSLO	StatoilHydro ASA	1	Firma/organisasjon med eige postnummer	Frogner	301	Oslo	Oslo
0247	OSLO	Hafslund ASA	1	Firma/organisasjon med eige postnummer	Ullern	301	Oslo	Oslo
0250	OSLO	Brannskjærutstikker	2	Kjend stadnamn	Frogner	301	Oslo	Oslo
0250	OSLO	Beddingen	6	Gate-/veg-adresse	Frogner	301	Oslo	Oslo
0250	OSLO	Bryggegata	6	Gate-/veg-adresse	Frogner	301	Oslo	Oslo
0250	OSLO	Bryggetorget	6	Gate-/veg-adresse	Frogner	301	Oslo	Oslo
0250	OSLO	Brynjulf Bulls plass	6	Gate-/veg-adresse	Frogner	301	Oslo	Oslo
0250	OSLO	Dokkveien	6	Gate-/veg-adresse	Frogner	301	Oslo	Oslo
0250	OSLO	Dronning Mauds gate	6	Gate-/veg-adresse	Frogner	301	Oslo	Oslo
0250	OSLO	Filipstadkaia	6	Gate-/veg-adresse	Frogner	301	Oslo	Oslo
0250	OSLO	Filipstadveien	6	Gate-/veg-adresse	Frogner	301	Oslo	Oslo
0250	OSLO	Fjordalleen	6	Gate-/veg-adresse	Frogner	301	Oslo	Oslo
0250	OSLO	Frognerstranda	6	Gate-/veg-adresse	Frogner	301	Oslo	Oslo
0250	OSLO	Grundingen	6	Gate-/veg-adresse	Frogner	301	Oslo	Oslo
0250	OSLO	Hjortneskaia	6	Gate-/veg-adresse	Frogner	301	Oslo	Oslo
0250	OSLO	Holmens gate	6	Gate-/veg-adresse	Frogner	301	Oslo	Oslo
0250	OSLO	Koøyet	6	Gate-/veg-adresse	Frogner	301	Oslo	Oslo
0250	OSLO	Munkedamsveien 15-53, 2-26	6	Gate-/veg-adresse	Frogner	301	Oslo	Oslo
0250	OSLO	Ragnar Kalheims plass	6	Gate-/veg-adresse	Frogner	301	Oslo	Oslo
0250	OSLO	Riggergangen	6	Gate-/veg-adresse	Frogner	301	Oslo	Oslo
0250	OSLO	Sjøgata	6	Gate-/veg-adresse	Frogner	301	Oslo	Oslo
0250	OSLO	Stranden	6	Gate-/veg-adresse	Frogner	301	Oslo	Oslo
0250	OSLO	Støperigata	6	Gate-/veg-adresse	Frogner	301	Oslo	Oslo
0251	OSLO	Johan Svendsens plass	2	Kjend stadnamn	Sentrum	301	Oslo	Oslo
0251	OSLO	Johan Svendsens terrasse	2	Kjend stadnamn	Sentrum	301	Oslo	Oslo
0251	OSLO	7. Juni Plassen	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0251	OSLO	Cort Adelers gate 35-slutt	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0251	OSLO	Kronprinsens gate	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0251	OSLO	Ruseløkkveien	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0251	OSLO	Victoria terrasse	6	Gate-/veg-adresse	Sentrum	301	Oslo	Oslo
0252	OSLO	Tjuvholmen	2	Kjend stadnamn	Frogner	301	Oslo	Oslo
0252	OSLO	Bolette Brygge	6	Gate-/veg-adresse	Frogner	301	Oslo	Oslo
0252	OSLO	Filipstad Brygge	6	Gate-/veg-adresse	Frogner	301	Oslo	Oslo
0252	OSLO	Kanalen	6	Gate-/veg-adresse	Frogner	301	Oslo	Oslo
0252	OSLO	Lille Stranden	6	Gate-/veg-adresse	Frogner	301	Oslo	Oslo
0252	OSLO	Olav Selvaags plass	6	Gate-/veg-adresse	Frogner	301	Oslo	Oslo
0252	OSLO	Strandpromenaden	6	Gate-/veg-adresse	Frogner	301	Oslo	Oslo
0252	OSLO	Tjuvholmen allé	6	Gate-/veg-adresse	Frogner	301	Oslo	Oslo
0253	OSLO	Arbins gate	6	Gate-/veg-adresse	Frogner	301	Oslo	Oslo
0253	OSLO	Hansteens gate	6	Gate-/veg-adresse	Frogner	301	Oslo	Oslo
0253	OSLO	Huitfeldts gate	6	Gate-/veg-adresse	Frogner	301	Oslo	Oslo
0253	OSLO	Krogs gate	6	Gate-/veg-adresse	Frogner	301	Oslo	Oslo
0253	OSLO	Løkkeveien	6	Gate-/veg-adresse	Frogner	301	Oslo	Oslo
0254	OSLO	Bervens Løkke	6	Gate-/veg-adresse	Frogner	301	Oslo	Oslo
0254	OSLO	Cort Adelers gate 1-33, 2-slutt	6	Gate-/veg-adresse	Frogner	301	Oslo	Oslo
0254	OSLO	Gustav Bloms gate	6	Gate-/veg-adresse	Frogner	301	Oslo	Oslo
0254	OSLO	Observatorie terrasse 2-4	6	Gate-/veg-adresse	Frogner	301	Oslo	Oslo
0254	OSLO	Observatoriegata	6	Gate-/veg-adresse	Frogner	301	Oslo	Oslo
